157,125
154,174
152,225
149,276
146,328
143,382
207,125
204,174
202,225
199,276
197,329
195,383
257,126
255,175
252,226
251,277
249,331
247,385
307,127
305,176
304,227
303,278
301,332
300,386
357,127
356,177
356,228
355,279
354,333
354,388
408,127
408,177
408,228
408,280
408,334
408,390
461,126
461,177
462,229
462,281
463,336
464,392
513,126
515,176
516,228
518,282
519,337
520,394
